aid,build_buguize,avg_height,std_dev_height,shape_coefficient_sum,jiaochakou,mean_kuai,shape_index,TotalDensity,value_x,duanbofushe,fengsu,jiangshuiliang,pingjundiwen,qiya,rizhaodanweishu,wendu,shidu,zhengfaliang,gdp,dengguang,ndvi,mean_SVF,zuidiqiwen,zuigaoqiwen,ydl,X,X2,Y,value_y,FID_1,gaodu,area,beijing_GF_midu,beijing_JT_midu,beijing_JZ_midu,beijing_LD_midu,beijing_SY_midu,beijing_TCC_midu,poi_hhd,p_cd,p_gyyd,p_gggl,p_gc,p_jt,p_ld,p_nd,p_sl,p_sy,p_sd,p_st,p_zzyd,landuse_hhd,road_length,road_density,population,population_density,bus_coverage_area,subway_coverage_area,wgarea,building_density,building_area,floor_area_ratio
27,0.397000584,30.91831067,10.91583299,7.998530438,1,20830.28044,34.13127828,0.025407822,38.5,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,6.356422901,8053,0.916664286,-2.738435745,11.80006981,13424612,443348.8835,116.334732,40.16410998,38.5,0,0,0.770720376,2.59497486,0,0,0,7.784924579,0,0.562335144,0.002324809,0,0.003684888,0,0,0.002324813,0.589405337,0.145998754,0,0,0,0.682346505,0.902157538,0.356524814,0.462586464,340,0.441145726,0,0,0.770720376,0.020595271,0.139546522,0.181059859
28,0.905728557,46.90126555,18.26718641,12.83243832,0,15351.0328,33.53808156,0.025523149,38.20000076,5610.946777,1.814249754,598.4069824,15.18563175,1011.490662,2551.300537,13.34579849,13.34579849,1392.419678,118852.678,10.3742218,6176,0.831914634,-2.809090376,11.71758366,12797613,444192.5828,116.3446515,40.16288158,38.20000076,0,0,0.537286148,0,0,0,0,1.861205624,0,-1.00E-10,0.007697132,0,0,0,0,0,0.414576532,0.102002891,0,0,0.019774076,0.93236481,0.778218253,0.130140056,0.242217405,88,0.163786095,0.000651915,0,0.537286148,0.119648554,0.862304006,1.604925066
29,1.002263088,51.47599991,35.04565054,10.86716904,1,9485.367354,71.4661299,0.035285842,38.29999924,5610.237305,1.813645601,596.1224976,15.19651222,1011.750916,2552.270996,13.3486948,13.3486948,1392.166016,118852.678,8.709431648,6051.811182,0.866822222,-2.864401102,11.65364838,20002328.58,445034.4854,116.3545477,40.16184879,38.29999924,0,0,0.341473225,5.856974588,5.856974588,2.928487294,0,0,0,1.054920168,6.06E-06,0,0.027535445,0.00173008,0,0,0.407439451,0.198923797,0,0,2.86E-05,0.416191749,1.162180367,2.055356121,6.019084285,100,0.292848729,0,0,0.341473225,0.084664603,0.412454012,1.207866333
30,0,0,0,0,0,10795.86663,33.49407246,0.036995724,38.29999924,5609.494141,1.813961506,593.8622437,15.2018652,1011.906067,2553.445313,13.34546757,13.34546757,1391.781616,118852.678,23.53930917,6051.811182,1,-2.566583849,11.80700646,20002328.58,445861.7579,116.3642704,40.16097042,38.29999924,0,0,0.172733866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616264641,0.336800398,0,0,0.002006694,0.001239725,0.685610092,0.243398794,1.409097122,23,0.133152812,0,0,0.172733866,0,0,0
31,0,0,0,0,0,2260.294745,54.67970075,0.079360895,38.40000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,23.53930917,6051.811182,0,-2.566583849,11.80700646,20002328.58,446532.9085,116.3721572,40.16034324,38.40000153,0,0,0.031644126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376433221,0.250450045,0,0,0,0.131871782,0.981690157,0,0,6,0.189608647,0.000148639,0,0.031644126,0,0,0
32,0,0,0,0,0,2098.221119,12.69954868,0.043441779,37.09999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,5.403246403,6051.811182,0,-2.566583849,11.80700646,20002328.58,428404.2624,116.1593994,40.15082586,37.09999847,0,0,0.020982211,0,0,0,0,0,0,0,0,0,0.609974228,0,0,0,0.114244619,0.000106547,0,0,0,0,0.550352163,0,0,8,0.381275354,0.043376135,0,0.020982211,0,0,0
33,0.538221904,26.80909597,4.561235479,68.28729736,1,17889.82864,38.09514458,0.026619924,37.59999847,5621.913086,1.793906927,603.3746338,15.14186668,1009.707886,2542.178467,13.3744688,13.3744688,1399.056274,6515,10.80325594,6051.811182,0.828647368,-2.331177711,12.21415043,13491459,428959.9076,116.1658837,40.15405332,37.59999847,0,0,0.697703317,4.299821898,5.733095864,0,0,7.16636983,0,1.077556327,0.009288095,0,0.955057632,0,0,0.006747157,0.539165502,0.033004906,0,0,0,0,0.566745913,1.182618886,1.695016861,326,0.467247313,2.074872133,0,0.697703317,0.06779735,0.361809523,0.51857217
34,0.971086898,27.33317507,5.995942897,145.8217047,0,27805.99563,49.42311258,0.022103444,38.09999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,14.57814248,5528,0.86824,-2.423791409,12.1072073,20002328.58,429736.9667,116.1749959,40.15499902,38.09999847,0,0,0.945403851,1.057749023,0,0,0,3.173247069,0,0.562335144,0.005645691,0,0.984839141,0,0,2.06E-05,0.65879799,0.028135345,0,0,0.006250112,0,0.451620222,0.06594996,0.069758505,162,0.171355342,0.129495033,0,0.945403851,0.042809853,0.315676697,0.333906717
35,0.786042901,26.71461449,5.626752026,163.8988573,2,29543.7838,30.24465009,0.016937424,38.20000076,5622.393555,1.800412655,604.2571411,15.1248827,1009.555054,2543.903564,13.35277462,13.35277462,1398.0448,10875,6.443249106,5993,0.85285875,-2.546705246,11.96299934,13491459,430588.6454,116.1849959,40.15499902,38.20000076,0,0,0.945401081,10.57752122,0,1.057752122,0,15.86628183,0,0.810150232,0.002500059,0,0.999557808,0,0,0.001249959,0.660611137,0.022500457,0,0,0,0,0.383030966,1.457024577,1.541170838,463,0.489739232,2.75E-05,0,0.945401081,0.070669639,0.508818028,0.538203349
36,0.587003975,26.00276448,5.382358638,62.22117247,0,23634.95864,38.90225263,0.022335389,38.09999847,5621.260254,1.800441861,605.144104,15.13804531,1009.856567,2543.626465,13.36448574,13.36448574,1397.790771,10451,4.862362504,6908,0.876872857,-2.566583849,11.80700646,12966122,431440.3237,116.1949959,40.15499902,38.09999847,0,0,0.945398345,2.115510366,0,0,0,1.057755183,0,0.636514168,0.003749994,0,1,0,0,0,0.620053789,0.080639725,0,0,0.001239703,0,0.528630561,0.911514626,0.96415932,141,0.149143481,0.026188845,0,0.945398345,0.05015443,0.35345807,0.373872105
37,0.552531731,27.21063724,7.199160125,95.0460989,3,21985.94519,52.76544819,0.019985823,38.29999924,5620.158203,1.800411105,605.789856,15.1509943,1010.154175,2543.446777,13.37550068,13.37550068,1397.536621,10827,5.465690295,7200,0.81280625,-2.55794549,11.95558453,13491459,432292.0017,116.2049959,40.15499902,38.29999924,0,0,0.945395643,4.231032826,1.057758206,1.057758206,1.057758206,23.27068054,0,0.831154056,0.008125107,0,0.984401667,0,0.000257084,0.004375056,0.494975243,0.023757503,0,0,0.001885315,0,0.529237802,1.255393395,1.327902666,852,0.901209992,0.616051894,0,0.945395643,0.076014236,0.558520889,0.590780053
38,0.754183566,29.31122327,8.264852576,37.85537242,0,15006.2377,96.380814,0.028666896,38.70000076,5618.883301,1.803173661,606.8723145,15.14755344,1010.137695,2543.705566,13.36904907,13.36904907,1396.889648,10201,6.624507189,7510,0.929125352,-2.589342117,11.92331791,13616418,433143.6794,116.2149959,40.15499902,38.70000076,0,0,0.945392975,1.057761192,0,0,0,5.28880596,0,0.450561209,0,0,0.066978737,0,0.860250351,0,0.478092087,0.191239284,0,0,0,0,0.97972674,0.375454547,0.397141249,334,0.353292238,0.503685357,0,0.945392975,0.021240066,0.166438615,0.176052308
39,0.702262273,29.20112668,7.994150294,82.60229906,1,21008.67423,36.80761162,0.026666729,39.20000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,7.734795173,7890,0.900829545,-2.747372866,11.73563671,16352358,433995.3567,116.2249959,40.15499902,39.20000076,0,0,0.94539034,0,0,0,0,2.11552828,0,-1.00E-10,0.003124933,0,0,0,1,0,0.521910937,0.238128646,0,0,0.003750112,0,0.720051954,0.941945196,0.99635585,192,0.203090715,0.208455043,0,0.94539034,0.037278114,0.29377733,0.310747125
40,0.823925733,44.12258253,26.07769251,31.24765144,8,19695.5779,48.36551934,0.020885393,39.5,5617.000488,1.80032438,607.3204956,15.17254734,1010.602417,2542.737671,13.39332628,13.39332628,1396.947266,10558,19.57739576,6076,0.811707143,-2.651754141,11.85878658,17314240,434847.0336,116.2349959,40.15499902,39.5,0,0,0.945387739,10.5776705,6.346602299,2.1155341,0,7.404369349,3.17330115,1.472207723,0,0,0,0,1,0,0.398213292,0.010051637,0,0,0,0,0.41289959,8.72848242,9.232701099,2592,2.741732193,3.03276744,0,0.945387739,0.094035811,1.114377344,1.178751636
41,0.71443624,40.98052334,22.38087962,60.37632906,3,12120.32272,81.33651055,0.027356899,39.70000076,5615.828857,1.802510023,607.786438,15.17137718,1010.629181,2543.139771,13.38832283,13.38832283,1396.365356,10705,19.20025317,6135,0.7497875,-2.632062674,11.88866901,20002328.58,435698.7102,116.2449959,40.15499902,39.70000076,0,0,0.945385172,9.519929299,8.462159377,7.404389455,0,45.48410665,3.173309766,1.176218578,0,0,0,0,0.401866575,0,0.202994926,0.132351285,0,0,0.002499889,0.383758083,1.340219303,5.420187633,5.73331145,4780,5.056140228,3.837855666,0,0.945385172,0.069646419,0.773668948,0.818363743
42,0.516379677,46.20972762,28.26280591,47.5589961,5,15498.07605,54.85947337,0.026337087,40,5614.724609,1.804170549,607.8762207,15.1727047,1010.703766,2543.584351,13.38539791,13.38539791,1395.848755,11275,18.1958038,5219,0.746112857,-2.566583849,11.80700646,21059908,436550.3865,116.2549959,40.15499902,40,0,0,0.945382639,39.13759199,9.519954809,6.34663654,1.057772757,27.50209167,3.17331827,1.331891349,0.003124951,0,0.196993882,0,0,0,0.428061458,0.077664783,0,0,0.000624974,0.725106542,1.137411563,6.407310806,6.777478813,4132,4.37071703,4.378278986,0.132407708,0.945382639,0.082174946,0.99446745,1.051920576
43,0.497346441,45.11224797,31.38517137,85.32637755,0,16023.39219,98.98314321,0.022117643,40.20000076,5613.757324,1.804358721,607.3618164,15.18193102,1010.929718,2543.95813,13.39015198,13.39015198,1395.528503,11839,27.06119728,6051.811182,0.6726325,-2.759284019,11.73823929,20162082,437402.0624,116.2649959,40.15499902,40.20000076,0,0,0.945380139,35.96436881,5.288877766,7.404428873,5.288877766,6.34665332,2.115551107,1.336031355,4.45E-06,0,0,0,0,0.006884665,0.282069749,0.045611771,0,0,0.001250012,0.965685879,0.57422236,3.123416003,3.30387309,3129,3.309779706,3.882921662,2.214095583,0.945380139,0.139722493,1.706414862,1.805003924
