aid,build_buguize,avg_height,std_dev_height,shape_coefficient_sum,jiaochakou,mean_kuai,shape_index,TotalDensity,value_x,duanbofushe,fengsu,jiangshuiliang,pingjundiwen,qiya,rizhaodanweishu,wendu,shidu,zhengfaliang,gdp,dengguang,ndvi,mean_SVF,zuidiqiwen,zuigaoqiwen,ydl,X,X2,Y,value_y,FID_1,gaodu,area,beijing_GF_midu,beijing_JT_midu,beijing_JZ_midu,beijing_LD_midu,beijing_SY_midu,beijing_TCC_midu,poi_hhd,p_cd,p_gyyd,p_gggl,p_gc,p_jt,p_ld,p_nd,p_sl,p_sy,p_sd,p_st,p_zzyd,landuse_hhd,road_length,road_density,population,population_density,bus_coverage_area,subway_coverage_area,wgarea,building_density,building_area,floor_area_ratio
201,0.44558545,27.42515296,10.4958888,31.47583543,1,10996.91666,85.9207459,0.036728614,42.20000076,5597.976563,1.825653553,541.6680298,15.20794773,1012.891602,2582.257813,13.18698883,13.18698883,1384.388062,20820.0,23.20585108,5777.0,0.930137143,-4.011569977,10.22586441,20147152.0,461231.8259,116.5449959,40.12499902,42.20000076,0,0,0.945734833,9.516409557,3.172136519,1.05737884,0.0,16.91806143,1.05737884,1.153454794,0.013739612,0.13119709,0.708871504,0.0,0.0,0.006223643,0.325799164,0.359313353,0.0,0.0,0.001874963,0.006370142,1.378034003,4.565579499,4.827547153,973,1.028829611,1.2298793,0.2767074,0.945734833,0.048437534,0.360433021,0.381114249
202,0.698059782,32.16857096,13.6427557,69.98199774,3,9457.333108,110.8673436,0.029124808,42.90000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,23552.0,27.21612406,6762.0,0.73754625,-3.947433472,10.30239677,20296406.0,462083.8689,116.5549959,40.12499902,42.90000153,0,0,0.945733311,11.63118595,9.516424871,5.286902706,1.057380541,83.53306275,7.401663788,1.030938066,0.006260266,0.757696609,0.120043766,0.0,0.0,0.019353743,0.21622937,0.134371863,0.0,0.0,0.001250088,0.006544907,1.214941839,3.256445105,3.443301687,3460,3.658536673,1.082300472,0.67065463,0.945733311,0.140687433,1.265749871,1.338379284
203,0.855528189,35.14715566,15.85164215,39.9030974,5,9271.880615,135.1915495,0.034690902,43.0,5597.641602,1.827517271,537.9465942,15.19851494,1012.814636,2584.945801,13.16418362,13.16418362,1383.74585,118852.678,29.87282038,7935.0,0.835732857,-3.8273983,10.44714069,20709218.0,462935.9117,116.5649959,40.12499902,43.0,0,0,0.945731823,12.68858646,5.286911025,1.057382205,3.172146615,7.401675435,2.11476441,1.528878327,0.013124891,0.588738293,0.21622122,0.0,0.0,0.036925824,0.195554661,0.149461305,0.0,0.0,0.000634554,0.0,1.429600911,4.023587429,4.254469747,1321,1.396801893,1.003966018,0.602231935,0.945731823,0.099886546,0.963079433,1.018343055
204,0.716735987,33.11195801,17.25462634,30.57599261,2,11675.68356,66.94296297,0.03181173,42.79999924,5597.332031,1.82934165,534.2612915,15.18867111,1012.736511,2587.687744,13.14090729,13.14090729,1383.104126,22046.0,20.97810459,6051.811182,0.90733875,-3.707241058,10.59171104,21103040.0,463787.9543,116.5749959,40.12499902,42.79999924,0,0,0.945730368,6.344302986,3.172151493,0.0,0.0,29.60674727,1.057383831,0.812635634,0.001239593,0.151551238,0.703721643,0.0,0.0,0.011249443,0.308240401,0.34232337,0.0,0.0,0.0,0.0,1.321728711,4.227181972,4.469753868,1180,1.24771292,1.754792236,0.115057821,0.945730368,0.04813268,0.44643837,0.472056714
205,0.896618816,34.68189453,15.55296309,42.91307252,4,12780.12092,71.79670646,0.02524135,42.79999924,5597.115234,1.830173492,530.4077148,15.18376064,1012.76062,2590.368652,13.12274456,13.12274456,1382.593872,21653.0,20.19180059,8370.0,0.659461429,-3.718794346,10.57447433,21275862.0,464639.9967,116.5849959,40.12499902,42.79999924,0,0,0.945728948,24.31986464,7.401697934,5.286927095,0.0,31.72156257,7.401697934,1.367746395,0.002510278,0.534636591,0.36766668,0.0,0.0,0.033124489,0.235594745,0.084485383,0.0,0.0,0.0,0.0,1.379916778,4.655392465,4.922544112,2078,2.197246901,0.593547913,2.1164465,0.945728948,0.273243808,2.705186638,2.860424907
206,0.742942971,38.86547771,27.79623001,45.98115243,6,12282.17612,86.09236389,0.025492572,43.0,5598.300781,1.832377195,527.003479,15.1665163,1012.663635,2594.184082,13.08200169,13.08200169,1381.74353,16323.0,24.62550068,5710.0,0.772565,-2.566583849,11.80700646,21288858.0,465492.0389,116.5949959,40.12499902,43.0,0,0,0.945727561,14.80341757,12.68864363,5.286934847,0.0,28.54944817,8.459095755,1.455775958,0.003125049,0.14501092,0.743297109,0.0,0.0,0.080003066,0.445426112,0.023768195,0.0,0.0,0.0,0.0,1.169709293,5.76109471,6.091706476,2713,2.868690848,2.29362273,4.728637807,0.945727561,0.132623063,1.369210462,1.447785301
207,0.587618725,49.85956638,38.87423995,36.58059653,2,18187.04247,59.60685152,0.020347587,43.0,5598.321289,1.830175877,522.7441406,15.17689991,1012.996338,2596.599365,13.07977581,13.07977581,1381.628052,24084.0,23.59754705,6314.0,0.769281429,-3.730228901,10.55706501,20002328.58,466344.0809,116.6049959,40.12499902,43.0,0,0,0.945726209,66.61547436,25.37732357,43.35292776,0.0,112.0831791,14.80343875,1.39722479,0.000625044,0.36679532,0.403143006,0.0,0.0,0.000624988,0.49138987,0.01373949,0.0,0.0,0.0,0.15532108,1.440638355,4.636104313,4.902163302,4723,4.9940458,3.237427121,4.728631043,0.945726209,0.096119136,1.29159909,1.365722001
208,0.721829474,32.65824558,14.16766765,70.71657738,3,11056.33585,91.1358415,0.025748371,42.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,22.87030363,8691.0,0.668136667,-3.71619463,10.57056904,21476478.0,467093.8548,116.6137957,40.12497138,42.59999847,0,0,0.71866183,40.35277621,27.82950083,9.740325292,0.0,198.980931,23.65507571,1.074171905,0.014804607,0.685834956,0.16003732,0.0,0.0,0.013162134,0.146091999,0.042003114,0.0,0.0,0.003290031,0.023198176,1.191531781,3.699454555,5.147698681,5242,7.294112169,0.969025564,3.772042611,0.71866183,0.19144509,1.29931304,1.807961666
248,0.707135704,40.6565653,26.43146296,71.42334584,6,12957.16875,73.04226883,0.026084294,42.20000076,5596.953613,1.820940375,545.2677612,15.2348175,1013.192932,2578.307617,13.23688126,13.23688126,1385.508911,23317.0,24.810016,7213.0,0.727394521,-4.032629967,10.19128036,20626211.0,460373.9779,116.5349959,40.11499902,42.20000076,0,0,0.945873319,29.60227278,16.91558445,11.62946431,1.057224028,37.00284098,9.515016251,1.522648213,0.01003111,0.0,0.640632213,0.0,0.0,0.001875043,0.172623603,0.15386898,0.0,0.0,0.0,0.220334775,1.267718065,8.055640078,8.51661625,5640,5.962743517,4.667227682,0.014370142,0.945873319,0.097585698,1.066847561,1.127896876
249,0.662293074,39.72344078,22.97749246,70.65568627,6,14331.39034,67.88426199,0.024180343,42.40000153,5596.541504,1.823880434,541.6898193,15.220191,1013.012878,2581.081787,13.20891476,13.20891476,1384.734497,24539.0,34.38777828,5427.0,0.673584416,-3.953243017,10.28663158,20361477.0,461226.1459,116.5449959,40.11499902,42.40000153,0,0,0.945871762,54.97573991,27.48786996,5.286128838,1.057225768,62.37632029,23.25896689,1.428369618,0.005625153,0.0,0.583460681,0.001249943,0.0,0.008109525,0.264978618,0.024429957,0.0,0.0,0.0,0.237884638,1.175095007,8.715847049,9.214618086,4263,4.506953447,3.510686963,0.915506762,0.945871762,0.146182243,1.672753161,1.768477745
250,0.552426864,54.88788703,37.6015195,32.8039141,4,16031.69898,53.09503121,0.022736098,42.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,23764.0,40.01319377,5506.0,0.7845425,-3.980208397,10.2512579,20932296.0,462078.3138,116.5549959,40.11499902,42.59999847,0,0,0.94587024,88.80710743,74.00592286,23.25900433,0.0,491.6107733,67.66255804,1.083301174,0.003749981,0.183050739,0.069055644,0.0,0.04812923,0.011885308,0.222521111,0.074200724,0.0,0.0,0.0,0.549098525,1.571596367,6.364449395,6.728670728,6941,7.338215865,2.892897885,0.94587024,0.94587024,0.119013898,1.864309521,1.970999237
251,0.716889941,29.45420717,10.06500042,40.15771818,1,9458.687511,108.1198457,0.035553829,43.29999924,5596.291504,1.824881196,537.6712646,15.21595573,1013.038391,2583.68457,13.1916132,13.1916132,1384.22229,118852.678,33.1703043,7237.0,0.872307143,-3.90563941,10.34004688,21559399.0,462930.4814,116.5649959,40.11499902,43.29999924,0,0,0.945868751,8.457833067,4.228916534,12.6867496,0.0,22.2018118,4.228916534,1.412641967,0.008125094,0.0,0.284789059,0.0,0.572227821,0.001875004,0.401096415,0.241339097,0.0,0.0,0.004365197,0.013230882,1.518448959,5.265060314,5.566375153,912,0.96419297,1.228482063,0.945868751,0.945868751,0.047821562,0.382346438,0.404227793
252,0.558888857,44.32526231,29.86042529,29.58987989,2,11395.99152,80.57419447,0.028638579,43.5,5595.929688,1.827743411,534.151001,15.20050907,1012.85614,2586.568604,13.16265488,13.16265488,1383.448853,20226.0,29.43909677,6051.811182,0.82369375,-3.749819994,10.52812958,21884894.0,463782.6488,116.5749959,40.11499902,43.5,0,0,0.945867296,8.457846077,9.515076836,7.400615317,0.0,25.37353823,3.171692279,1.390628507,0.0,0.464578269,0.26537688,0.0,0.141778517,0.003125103,0.410150775,0.053813469,0.0,0.0,0.002499914,0.0,1.540969323,5.632796182,5.955165386,1493,1.578445524,3.29149733,0.622660775,0.945867296,0.07410684,0.905377604,0.957193052
253,0.936218936,35.96615041,20.57486225,39.49316558,4,12283.9724,83.36130348,0.030027896,44.5,5595.729492,1.828661442,530.2381592,15.19536591,1012.879456,2589.278076,13.14436817,13.14436817,1382.937866,21870.0,36.37696203,5825.0,0.847362857,-3.811906815,10.44871902,22150595.0,464634.8161,116.5849959,40.11499902,44.5,0,0,0.945865875,7.400626436,17.97294992,2.114464696,0.0,28.5452734,14.80125287,1.382204705,0.001250009,0.133368421,0.267903512,0.0,0.390393455,0.014938883,0.357940304,0.095615749,0.0,0.0,0.0,0.0,1.652106587,7.022043663,7.423931709,1430,1.511842258,2.621897605,0.171983475,0.945865875,0.110515886,1.140955114,1.206254654
254,0.64853876,34.06731538,19.75617864,36.61058767,4,14551.76135,56.55651801,0.028259956,45.0,5596.854492,1.831911087,526.8744507,15.1729393,1012.680237,2593.2146,13.098526,13.098526,1381.953369,23339.0,32.98666986,5961.0,0.79410375,-2.566583849,11.80700646,26270132.0,465486.9831,116.5949959,40.11499902,45.0,0,0,0.945864488,12.68680678,13.74404068,4.228935594,0.0,52.86169493,8.457871189,1.236654308,0.000624965,0.006826169,0.368223094,0.0,0.498593412,0.120061733,0.252064075,0.107476721,0.0,0.0,0.0,0.0,1.595123411,5.897971125,6.235535007,1852,1.95799718,3.862835812,2.416180441,0.945864488,0.109974204,1.01085957,1.068715004
255,0.663726116,63.99213836,39.5117786,32.03384916,6,15255.85701,47.72390302,0.020812012,45.0,5596.891113,1.829795599,522.555603,15.18307114,1013.012207,2595.658447,13.09614277,13.09614277,1381.837036,26796.0,32.91854954,3682.0,0.69033,-3.87894392,10.36291981,21514097.0,466339.15,116.6049959,40.11499902,45.0,0,0,0.945863134,97.26565784,46.5183581,30.65982693,2.114470823,393.291573,42.28941645,1.126534846,0.001249991,0.131542144,0.228639847,0.0,0.445604796,0.018105232,0.181265197,0.049394703,0.083021826,0.0,0.0,0.0,1.710135719,7.529004153,7.959929803,9942,10.51103446,2.637984112,3.200732143,0.945863134,0.142269973,2.379457013,2.515646214
256,0.529544793,31.60450822,17.96950604,50.20800599,5,9633.198928,106.6340852,0.028319921,44.20000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,32.15798791,4021.0,0.656725,-3.834312916,10.41371632,21788524.0,467099.3872,116.6139172,40.11497344,44.20000076,0,0,0.741756317,13.48151646,12.13336481,2.696303291,0.0,119.9854965,10.78521317,0.869741101,0.007969876,0.183371375,0.106486792,0.0,0.515961503,0.023150608,0.167723932,0.051282454,0.013641374,0.0,0.0,0.0,1.527033108,4.729862536,6.376571962,3431,4.625508296,0.551297098,1.631236113,0.741756317,0.174385039,1.212560153,1.634714965
295,0.646562188,37.26331925,22.55174603,110.1827176,0,22000.27467,38.49614247,0.023948075,42.09999847,5595.725586,1.818869472,549.7474976,15.24522495,1013.182739,2574.717285,13.26905823,13.26905823,1386.241333,21313.0,44.04807917,6381.0,0.70678125,-2.566583849,11.80700646,19932804.0,459515.8812,116.5249959,40.10499902,42.09999847,0,0,0.946011811,4.22827702,1.057069255,9.513623294,0.0,2.11413851,1.057069255,1.262243167,0.005020755,0.0,0.941963984,0.0,0.0,0.0,0.708648249,0.121218016,0.0,0.0,0.022614639,0.0,0.668435141,1.705553884,1.802888573,1201,1.269540175,2.845780131,0.0,0.946011811,0.103136777,1.044931883,1.104565367
296,0.930470884,36.06488527,23.61996081,125.7872998,2,12783.92189,65.46469469,0.027332428,42.79999924,5595.714355,1.816227436,544.7327881,15.26312542,1013.623047,2576.78125,13.27504826,13.27504826,1386.251221,22788.0,33.78288364,7213.0,0.660342857,-4.122641087,10.06518221,20195588.0,460368.1743,116.5349959,40.10499902,42.79999924,0,0,0.94601022,93.02225087,50.73940957,20.08434962,1.057071033,176.5308624,38.05455717,1.37223805,0.003114624,0.0,0.850393306,0.0,0.0,0.021844011,0.223403702,0.109963107,0.0,0.0,0.0,0.067663103,0.999134645,7.013686607,7.413964944,8417,8.897366882,7.247317424,0.0,0.94601022,0.120795248,1.256838349,1.328567411
297,0.645718761,42.37658499,23.28025912,144.8231879,6,14781.38536,66.6669903,0.019128087,43.5,5595.045898,1.823057175,542.0099487,15.22674084,1013.028748,2580.037842,13.22469616,13.22469616,1384.952271,24622.0,30.31584231,5427.0,0.5562725,-4.086104155,10.10768795,20315404.0,461220.4671,116.5449959,40.10499902,43.5,0,0,0.946008663,98.30776785,50.73949308,30.6551104,1.057072773,68.70973021,39.11169258,1.543757085,0.000635348,0.002123054,0.035449112,0.0,0.0,3.1e-05,0.036157976,0.050067689,0.0,0.0,0.0,0.821246261,0.568144761,6.827494043,7.217158058,14388,15.20916305,7.547587287,0.605845471,0.946008663,0.232179827,2.752201162,2.909276913
298,0.569427577,45.53877822,39.61357833,41.34086763,6,16892.98463,66.80358864,0.025856947,44.29999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,21723.0,28.09698518,5506.0,0.715559155,-3.988592029,10.22462034,21372156.0,462072.7598,116.5549959,40.10499902,44.29999924,0,0,0.94600714,107.8215964,30.65515976,25.36978739,2.114148949,104.650373,23.25563844,1.419066468,0.006874934,0.0,0.01196733,0.0,0.362579376,0.005629127,0.258654366,0.119984151,0.0,0.0,0.004979015,0.496691121,1.462359241,6.3625168,6.725654104,5618,5.938644398,4.925881539,0.945461213,0.94600714,0.126945776,1.583398705,1.673770354
299,0.460305315,32.3308417,9.107171167,26.93390004,0,17849.16321,58.50973162,0.021556382,45.29999924,5594.675781,1.826045394,538.3911133,15.21151257,1012.846741,2582.896484,13.19614697,13.19614697,1384.17749,118852.678,17.0862182,7237.0,0.844597468,-3.974614263,10.23880196,20002328.58,462925.0522,116.5649959,40.10499902,45.29999924,0,0,0.94600565,7.399532972,2.114152278,4.228304556,0.0,14.79906594,1.057076139,1.278645743,0.010000134,0.0,0.0,0.0,0.982960301,0.025625473,0.311735483,0.043719587,0.0,0.0,0.011271103,0.0,0.707598084,0.0,0.0,2510,2.653261109,0.589876931,0.916625525,0.94600565,0.075570135,0.65846017,0.696042534
300,0.672105313,35.85650328,18.60200468,30.84869329,1,24256.51781,34.29302455,0.017234833,45.70000076,5594.535645,1.826140761,534.1283569,15.21201038,1012.973755,2585.468506,13.18382549,13.18382549,1383.796021,19274.0,26.57497501,6051.811182,0.8394575,-3.963045597,10.24970055,21884920.0,463777.3445,116.5749959,40.10499902,45.70000076,0,0,0.946004195,5.285388827,0.0,0.0,0.0,6.342466592,0.0,0.689009238,0.0,0.151341889,0.0,0.0,0.822472571,0.034386262,0.54180213,0.001268138,0.0,0.0,0.0,0.0,0.902899654,1.312597756,1.387517903,364,0.384776307,0.648333928,0.327414679,0.946004195,0.106603898,1.06761148,1.128548358
301,0.833465669,37.2543051,13.70610449,10.4171869,2,17849.10892,71.13140618,0.019506992,46.90000153,5594.352051,1.827143431,530.1636963,15.20662498,1012.996338,2588.206787,13.16540909,13.16540909,1383.28418,20731.0,73.89799245,5825.0,0.874328571,-3.824591279,10.41584253,22694542.0,464629.6365,116.5849959,40.10499902,46.90000153,0,0,0.946002773,2.114158708,4.228317416,3.171238062,0.0,12.68495225,2.114158708,1.334081918,0.0,0.039895905,0.0,0.0,0.876175867,0.045610316,0.368265191,0.002500014,0.0,0.0,0.0,0.0,0.768029609,3.268284787,3.454836371,588,0.62156266,1.680595628,0.0,0.946002773,0.105382034,1.149037859,1.214624198
302,0.80384238,36.73051162,15.8671351,14.03249257,0,20565.2475,45.22582193,0.017023108,46.59999847,5594.123535,1.829050303,526.5253296,15.19529915,1012.914612,2591.110352,13.1408987,13.1408987,1382.641968,26508.0,68.31289546,5961.0,0.8967475,-2.566583849,11.80700646,22387446.0,465481.9284,116.5949959,40.10499902,46.59999847,0,0,0.946001385,3.171242714,0.0,0.0,0.0,2.11416181,0.0,0.673011667,0.004989488,0.0,0.0,0.0,1.0,0.048139097,0.442566906,0.0,0.0,0.0,0.0,0.0,0.533248517,0.0,0.0,135,0.142705922,0.84991445,0.0,0.946001385,0.079364444,0.799670827,0.845316761
303,0.708478128,29.54058695,8.561303653,33.52024576,0,20127.66023,35.25225979,0.017003796,47.20000076,5595.33252,1.831305504,522.9658813,15.17799091,1012.819641,2594.96582,13.10071468,13.10071468,1381.786621,27064.0,68.25090218,3682.0,0.801991429,-3.921789289,10.29273272,21591992.0,466334.2201,116.6049959,40.10499902,47.20000076,0,0,0.946000031,5.285412089,3.171247253,1.057082418,0.0,9.51374176,1.057082418,1.306646998,0.000635376,0.0,0.0,0.0,1.0,0.133147729,0.277313662,0.0,0.0,0.0,0.0,0.0,0.628826611,1.657863547,1.752498407,463,0.489429159,1.26769068,0.0,0.946000031,0.110512532,0.934706669,0.988061985
304,0.692982932,28.1556738,8.045446205,43.29509009,0,10782.12221,75.69680974,0.030370593,46.29999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,37.45983569,4021.0,0.731818333,-4.008725405,10.18188238,21476378.0,467105.2373,116.6140424,40.10496999,46.29999924,0,0,0.765530677,10.45026704,5.225133518,1.306283379,0.0,36.57593462,5.225133518,1.117159967,0.012357146,0.0,0.004554575,0.0,0.928714167,0.043249398,0.254370975,0.122815841,0.0,0.0,0.000772354,0.0,0.894678948,0.494919369,0.646504946,1876,2.45058762,0.01434212,0.0,0.765530677,0.138013239,0.853506254,1.114921034
330,0.733820595,27.64522262,4.224298473,93.17659353,0,18552.40111,38.31030708,0.023851005,42.0,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,17190.0,10.28874509,7447.0,0.900372603,-2.934407949,11.511549,21382810.0,448428.5011,116.3949959,40.09499902,42.0,0,0,0.946172457,6.341338682,0.0,12.68267736,0.0,10.5688978,0.0,1.06094424,0.0,0.0,1.0,0.0,0.0,0.0,0.64451571,0.183256719,0.0,0.0,0.0,0.0,0.594069774,0.0,0.0,2218,2.344181533,0.42128434,0.294577081,0.946172457,0.023110314,0.172548132,0.182364357
